race year,age group,gender,city,latitude,longitude,name
2002,20-30,male,Bourges,47.081012,2.398782,1
2002,20-30,male,Boussens,43.176153899999996,0.972612,1
2002,20-30,male,Dietikon,47.4053885,8.39977,1
2002,20-30,male,Domancy,45.912293,6.6492619999999985,1
2002,20-30,male,Meyrin,46.228320399999994,6.070988,1
2002,20-30,male,Dommartin,45.837556,4.71234,1
2002,20-30,male,La Folliaz,46.739473499999995,6.962477199999999,1
2002,20-30,male,Laax,46.8091625,9.260778300000002,1
2002,20-30,male,Langrickenbach,47.57886,9.2492,1
2002,20-30,male,Lausanne,46.55426,6.696389999999999,1
2002,20-30,male,Le Blanc-Mesnil,48.941345,2.4643599999999997,1
2002,20-30,male,Le Cerneux-Péquignot,47.01667,6.6649600000000015,1
2002,20-30,male,Le Chenit,46.5818107,6.2116248,1
2002,20-30,male,Lens,46.3036924,7.467983199999999,1
2002,20-30,male,Les Hôpitaux-Vieux,46.789994,6.369194999999999,1
2002,20-30,male,Liebefeld,46.933331,7.416668,1
2002,20-30,male,Liestal,47.4866143,7.733427199999999,1
2002,20-30,male,Limoges,45.83361900000001,1.261105,1
2002,20-30,male,Longeville-sur-Mer,46.424169,-1.4886839,1
2002,20-30,male,Affeltrangen,47.5317839,9.0736726,1
2002,20-30,male,Lucerne,47.05016819999999,8.3093072,1
2002,20-30,male,Lutry,46.508880299999994,6.682763799999999,1
2002,20-30,male,Luzern,47.063367,8.279734099999999,1
2002,20-30,male,Lyon,45.764043,4.835659,1
2002,20-30,male,Malbuisson,46.798952,6.304696,1
2002,20-30,male,Malcesine,45.7642335,10.810092800000001,1
2002,20-30,male,Matran,46.785385999999995,7.0958855,1
2002,20-30,male,Meikirch,47.00954829999999,7.3641994,1
2002,20-30,male,Meillerie,46.407097,6.719228999999999,1
2002,20-30,male,La Chaux-du-Dombief,46.604226000000004,5.9037498999999976,1
2002,20-30,male,Köniz,46.92901639999999,7.448973199999997,1
2002,20-30,male,Kriens,47.034197799999994,8.277255199999999,1
2002,20-30,male,Gellin,46.734162,6.238920999999999,1
2002,20-30,male,Douvaine,46.3048689,6.299196999999999,1
2002,20-30,male,Duillier,46.4095455,6.236782499999999,1
2002,20-30,male,Ebikon,47.081318100000004,8.3407402,1
2002,20-30,male,Essertines-sur-Yverdon,46.71551029999999,6.6394087,1
2002,20-30,male,Evionnaz,46.178223100000004,7.0223787,1
2002,20-30,male,Faoug,46.9082235,7.0778743,1
2002,20-30,male,Fraubrunnen,47.0862376,7.526873900000001,1
2002,20-30,male,Frauenfeld,47.55359970000001,8.8987541,1
2002,20-30,male,Féy,49.029196999999996,6.0968599999999995,1
2002,20-30,male,Gampelen,47.014664,7.0578946999999985,1
2002,20-30,male,Gelterkinden,47.4656125,7.8560314,1
2002,20-30,male,Kaukauna,44.306209,-88.261009,1
2002,20-30,male,Genf,46.21059320000001,6.1440285,1
2002,20-30,male,Genolier,46.4349956,6.217922,1
2002,20-30,male,Givisiez,46.8128615,7.1316577999999975,1
2002,20-30,male,Gland,46.4203001,6.2698809,1
2002,20-30,male,Glovelier,47.3345052,7.204715600000001,1
2002,20-30,male,Grandson,46.809209100000004,6.6457678,1
2002,20-30,male,Grenchen,47.1922876,7.3958907000000025,1
2002,20-30,male,Grosshöchstetten,46.90670249999999,7.638022,1
2002,20-30,male,Gstaad,46.471758799999996,7.2865728,1
2002,20-30,male,Jouxtens-Mézery,46.55043,6.5987399999999985,1
2002,20-30,male,Lons-le-Saunier,46.671361,5.550796,1
2002,30-40,female,Lausanne,46.5196535,6.6322734,52
2002,30-40,female,Geneva,46.2043907,6.1431577000000015,16
2002,30-40,female,Zürich,47.37688660000001,8.541694,15
2002,30-40,female,Morges,46.50881270000001,6.4961300999999985,10
2002,30-40,female,Bern,46.9479739,7.447446799999999,9
2002,30-40,female,Nyon,46.3832683,6.2347852,9
2002,30-40,female,Pully,46.50926810000001,6.6654949000000006,8
2002,30-40,female,Épalinges,46.54885729999999,6.6741990000000015,7
2002,30-40,female,Renens,46.533809999999995,6.5913699999999995,6
2002,30-40,female,Bussigny-près-Lausanne,46.5517429,6.558615,5
2002,30-40,female,Lutry,46.508880299999994,6.682763799999999,5
2002,30-40,female,Leysin,46.343563399999994,7.012033,5
2002,30-40,female,Montreux,46.4312213,6.9106799,4
2002,30-40,female,Ecublens,46.52963629999999,6.5615251999999975,4
2002,30-40,female,Arzier-Le Muids,46.4575812,6.210099599999999,4
2002,30-40,female,Satigny,46.215764,6.0332425,4
2002,30-40,female,La Tour-de-Peilz,46.4533165,6.8612781,3
2002,30-40,female,Prilly,46.534644899999996,6.6052401,3
2002,30-40,female,Dauendorf,48.829805,7.655186999999999,3
2002,30-40,female,Lucerne,47.05016819999999,8.3093072,3
2002,30-40,female,Portland,45.565921,-122.60666270000002,3
2002,30-40,female,Corsier-sur-Vevey,46.472524299999996,6.848285400000001,3
2002,30-40,female,Chêne-Bourg,46.19735,6.19731,3
2002,30-40,female,Chardonne,46.496944,6.8191669999999975,2
2002,30-40,female,Cugy,46.5851396,6.640292899999999,2
